Instance,Submission Date,Submitter,Duration,District,Kumban,Village,DELETED - Village Phin,Source type,RWS type,Extract BH,Extract DW,Extract SW,Distrib?,Distrib how,Distrib Pt #,Photo source,Get water,State extract,Yield (s),Women user,Men,User type,In use,Why not,Owner,Resp org.,Funds,Age,Manager,Water payT,Name RWS,Photo Pt 1,Lat,Lon,Elev,Geo code,Functionality,Quantity,Quality,Accessibility,Reliability,Photo of Source
8440964,13-10-2014 03:26:29 UTC,_______,0:03:47,Phin,Khet 07,"04-07-040-?.??????-""Kazong",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/f4011c47-f65c-4176-b7a9-c9c6babbf949.jpg,Yes,Works well,35,6,2,Community,Yes,,Community,International NGO,International NGO,5 to 10,Community,Community box,__________,https://akvoflow-34.s3.amazonaws.com/images/49266753-78e9-4963-97e8-465196fe5c79.jpg,16.5919796,105.9052458,150.3,5vq8v6cto,Partial functionality,Not met,Met,Met,Met,https://akvoflow-34.s3.amazonaws.com/images/f4011c47-f65c-4176-b7a9-c9c6babbf949.jpg
8441067,13-10-2014 13:15:04 UTC,_______,0:04:40,Phin,Khet 10,"04-10-074-?.????????-""Alouamay",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/1e707aba-3c87-49c4-8d8d-54c4c7b03960.jpg,Yes,Works well,14,2,2,Community,Yes,,Community,International institution,International institution,10 to 20,Community,Time,_ _____,https://akvoflow-34.s3.amazonaws.com/images/c44493be-03d7-4ca3-91a7-79a7a935edb2.jpg,16.57147869,105.7869916,194,5vgtu06od,Full functionality,Met,Met,Met,Met,https://akvoflow-34.s3.amazonaws.com/images/1e707aba-3c87-49c4-8d8d-54c4c7b03960.jpg
8441213,14-10-2014 06:54:17 UTC,______ Viengthong,0:15:09,Phin,Khet 11,"04-11-094-?.?????-""Nonxay",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/bf585ab4-0c2c-4ff6-8d1d-e7ed66c5802e.jpg,Yes,Works well,50,5,4,Community,Yes,,Community,National institution,Don't know,< 5,Community,When break down,_______________,https://akvoflow-34.s3.amazonaws.com/images/40e742f0-c826-492b-b478-40749ac5f5a1.jpg,16.26063419,105.9265775,186.2,5ri13w8qp,No functionality,Not met,Met,Not met,Met,https://akvoflow-34.s3.amazonaws.com/images/bf585ab4-0c2c-4ff6-8d1d-e7ed66c5802e.jpg
8441224,14-10-2014 07:35:39 UTC,______ Viengthong,0:09:18,Phin,Khet 11,"04-11-094-?.?????-""Nonxay",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/db3db330-e775-48fd-8c19-c5a2ea9a8c9f.jpg,Yes,Works well,7,6,3,Community,Yes,,Community,National institution,Don't know,< 5,Community,When break down,____________,https://akvoflow-34.s3.amazonaws.com/images/513e4fee-ffd7-4bf9-9baf-902e356e6fb0.jpg,16.26394728,105.9048053,155,5rjjul0x4,Full functionality,Met,Met,Met,Met,https://akvoflow-34.s3.amazonaws.com/images/db3db330-e775-48fd-8c19-c5a2ea9a8c9f.jpg
8441301,14-10-2014 13:01:17 UTC,_____ Kayson,0:09:53,Phin,Khet 08,"04-08-063-?.???????????-""Nathomkaw",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/b948ebda-672e-4cd3-bedb-8c246876fbb4.jpg,Yes,Works well,12,3,1,Community,Yes,,Community,National institution,National institution,5 to 10,Community,No payment,________ _.__,https://akvoflow-34.s3.amazonaws.com/images/789d83b0-8c2c-40c8-81a1-2a09d72ac4f9.jpg,16.62352629,105.920954,160.1,5w4qn8cqx,Full functionality,Met,Met,Met,Met,https://akvoflow-34.s3.amazonaws.com/images/b948ebda-672e-4cd3-bedb-8c246876fbb4.jpg
8441305,14-10-2014 13:13:50 UTC,_____ Kayson,0:10:53,Phin,Khet 08,"04-08-060-?.??????-""Naphokham",,Ground / Spring,Borehole,Motor pump,,,Yes,Same pump used for extraction,1,https://akvoflow-34.s3.amazonaws.com/images/c7882067-f3b4-4c7c-8b4e-3d4c1f97b7f7.jpg,Yes,Works well,14,1,3,Private,Yes,,Private,International NGO,International NGO,5 to 10,Private,Fuel / Electricity,________ _.____,https://akvoflow-34.s3.amazonaws.com/images/4ce7a4de-2e9a-43dc-aef0-b686f83c6895.jpg,16.63268594,105.9208575,171,5w8y4uxzc,Full functionality,Met,Met,Met,Met,https://akvoflow-34.s3.amazonaws.com/images/c7882067-f3b4-4c7c-8b4e-3d4c1f97b7f7.jpg
8441333,14-10-2014 23:21:52 UTC,_______ Phaiphanom,0:10:05,Phin,Khet 12,"04-12-106-?.????????-""Tangalai",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/2f19959b-f6cf-4dd5-a225-4b4b69920e05.jpg,No,,,3,3,Community,No,Not working,Community,International institution,Don't know,10 to 20,Community,,_.________,https://akvoflow-34.s3.amazonaws.com/images/3732b7a6-93a6-4fba-9c00-08d55afe3ccd.jpg,16.27982728,105.7427527,227.4,5rquh4i37,No functionality,Not met,Met,Not met,NA,https://akvoflow-34.s3.amazonaws.com/images/2f19959b-f6cf-4dd5-a225-4b4b69920e05.jpg
8441414,15-10-2014 08:09:00 UTC,___ ______ _______,0:11:54,Phin,Khet 01,"04-01-002-???????-""Pasomxay",,Ground / Spring,Dug Well,,Loose rope/ stick,,No,,,https://akvoflow-34.s3.amazonaws.com/images/c59f7055-e6fd-450c-91fd-edcf68acc32e.jpg,Yes,Works well,9,1,1,Community,Yes,,Community,Community,Community,5 to 10,Community,No payment,___________,https://akvoflow-34.s3.amazonaws.com/images/dc3162bd-78ac-4b1b-90bc-b4ca275942d8.jpg,16.53595167,106.0106293,170.1,5v0iebczu,No functionality,Met,Not met,Not met,Met,https://akvoflow-34.s3.amazonaws.com/images/c59f7055-e6fd-450c-91fd-edcf68acc32e.jpg
8441563,16-10-2014 00:52:17 UTC,_________ Laysavanh,0:19:56,Phin,Khet 14,"04-14-129-?.??????-""Houayhoi",,Ground / Spring,Borehole,Motor pump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/00224d46-f089-494a-84e8-3e4c6241de1e.jpg,Yes,Works well,40,3,5,Community,Yes,,Private,Private,Private,< 5,Private,No payment,______________________,https://akvoflow-34.s3.amazonaws.com/images/7f98780e-2c6f-4b91-af78-e688d5d4b85f.jpg,16.42057465,106.1598151,174.7,5tji81kda,No functionality,Not met,Met,Not met,Met,https://akvoflow-34.s3.amazonaws.com/images/00224d46-f089-494a-84e8-3e4c6241de1e.jpg
8471155,13-10-2014 02:27:15 UTC,_______,0:03:37,Phin,Khet 07,"04-07-041-?.?????? 9-""Mailekkaw",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/238005fc-51c8-4138-82d1-0a56c34d7c86.jpg,No,,,3,4,Community,No,Not working,Community,International NGO,International NGO,10 to 20,Community,,_ ___,https://akvoflow-34.s3.amazonaws.com/images/8389c2d6-7ea7-4886-965f-a8a846ec1af1.jpg,16.58319614,105.8822095,177.7,5vm7nshae,No functionality,Not met,Met,Not met,NA,https://akvoflow-34.s3.amazonaws.com/images/238005fc-51c8-4138-82d1-0a56c34d7c86.jpg
8471256,13-10-2014 14:25:07 UTC,_______,0:04:10,Phin,Khet 10,"04-10-078-?.???????????-""Alouynoi",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/85bea469-7f9d-4c1c-a29c-816fa2cfde6c.jpg,Yes,Not well,14,2,5,Community,Yes,,Community,International institution,International institution,10 to 20,Community,Time,_______,https://akvoflow-34.s3.amazonaws.com/images/21926b39-b24b-453a-beed-2f63c033698b.jpg,16.54149917,105.7797918,170.1,5v320oqkl,Full functionality,Met,Met,Met,Met,https://akvoflow-34.s3.amazonaws.com/images/85bea469-7f9d-4c1c-a29c-816fa2cfde6c.jpg
8471344,14-10-2014 03:34:24 UTC,________ Vonglakhone,0:07:52,Phin,Khet 09,"04-09-067-?.?????-""Nathou",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/e1d410e1-19c2-479d-ac36-c9092781ff76.jpg,No,,,1,2,Community,No,____________,Community,International NGO,International institution,< 5,Community,,____ ____,https://akvoflow-34.s3.amazonaws.com/images/183c41a4-4fa6-4697-a883-1d66212451f3.jpg,16.71053707,105.8778215,173.2,5x8pmqm3e,No functionality,Not met,Met,Not met,NA,https://akvoflow-34.s3.amazonaws.com/images/e1d410e1-19c2-479d-ac36-c9092781ff76.jpg
8471409,14-10-2014 08:17:02 UTC,________ Vonglakhone,0:22:34,Phin,Khet 09,"04-09-068-?.???????-""Houayxay",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/51b8a5da-914b-49b3-826c-4e9b7d35ac1c.jpg,Yes,Works well,15,1,4,School,Yes,,Community,International NGO,International NGO,5 to 10,Community,When break down,_________________ ____ _______,https://akvoflow-34.s3.amazonaws.com/images/99d76e77-0b55-4c6b-8c34-d65288c15514.jpg,16.7080897,105.9399711,183.2,5x7l42mh3,Partial functionality,Met,Met,Not met,Met,https://akvoflow-34.s3.amazonaws.com/images/51b8a5da-914b-49b3-826c-4e9b7d35ac1c.jpg
8471470,14-10-2014 23:25:02 UTC,_______ Phaiphanom,0:06:40,Phin,Khet 12,"04-12-104-?.????????-""Thongmixai",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/3014365d-0c2b-4dad-a38b-fe71aa349c58.jpg,Yes,Works well,16,2,2,Community,Yes,,Community,International NGO,Don't know,5 to 10,Community,When break down,_.__,https://akvoflow-34.s3.amazonaws.com/images/51c7537f-2754-46cd-9476-e97bfe0b9dbe.jpg,16.28283533,105.7865812,326.7,5rs8979ah,Full functionality,Met,Met,Met,Met,https://akvoflow-34.s3.amazonaws.com/images/3014365d-0c2b-4dad-a38b-fe71aa349c58.jpg
8471491,14-10-2014 23:37:49 UTC,_______ Phaiphanom,0:03:59,Phin,Khet 12,"04-12-104-?.????????-""Thongmixai",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/3036d7e9-2206-403f-be22-1b3e9c2c411c.jpg,No,,,1,2,Community,No,Not working,Community,International institution,Don't know,10 to 20,Community,,_._____,https://akvoflow-34.s3.amazonaws.com/images/a1ee6d19-bf30-4542-91f8-fd1f254931a3.jpg,16.26734075,105.8057794,-8.7,5rl42usy1,No functionality,Not met,Met,Not met,NA,https://akvoflow-34.s3.amazonaws.com/images/3036d7e9-2206-403f-be22-1b3e9c2c411c.jpg
8471522,14-10-2014 14:11:23 UTC,_______ _________,0:16:12,Phin,Khet 13,"04-13-143-?.???-""Phai",,Ground / Spring,Dug Well,,Loose rope/ stick,,No,,,https://akvoflow-34.s3.amazonaws.com/images/cbdb7c06-1877-4d4b-b45b-7097dcefbaca.jpg,Yes,Works well,5,2,2,Community,Yes,,Community,Community,Community,>20,Community,No payment,__________________,https://akvoflow-34.s3.amazonaws.com/images/bf92edfc-1728-4a1a-97e9-3ecfd7edd783.jpg,16.28736613,106.0823531,152.9,5rub68xxz,No functionality,Met,Not met,Not met,Met,https://akvoflow-34.s3.amazonaws.com/images/cbdb7c06-1877-4d4b-b45b-7097dcefbaca.jpg
8471700,15-10-2014 08:58:30 UTC,________ Vonglakhone,0:02:19,Phin,Khet 04,"04-04-020-?.?????-""Malua",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/13c01f6f-8768-4a6b-88a5-d6ce9aa70aa9.jpg,No,,,3,1,Community,No,Not working,Community,International NGO,International institution,10 to 20,Community,,____ _________,https://akvoflow-34.s3.amazonaws.com/images/9d2883c5-a37d-484b-9c7f-cff4661d9972.jpg,16.60868716,106.0727359,191.2,5vxx7vomv,No functionality,Not met,Met,Not met,NA,https://akvoflow-34.s3.amazonaws.com/images/13c01f6f-8768-4a6b-88a5-d6ce9aa70aa9.jpg
8472024,18-10-2014 02:38:34 UTC,Lobinsanh,0:05:32,Phin,Khet 13,"04-13-116-?.??????-""kengxai",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/5097f9f8-9251-4b8e-a88e-65ce523f704f.jpg,Yes,Not well,15,3,3,Community,No,Don't know,Community,International NGO,International NGO,< 5,Community,,__________________,https://akvoflow-34.s3.amazonaws.com/images/d35bd647-286b-4980-881c-49aaedd35bf0.jpg,16.36515186,106.0944878,188,5su1oem6o,No functionality,Met,Met,Not met,NA,https://akvoflow-34.s3.amazonaws.com/images/5097f9f8-9251-4b8e-a88e-65ce523f704f.jpg
8472025,18-10-2014 02:39:34 UTC,_______ _________,0:03:08,Phin,Khet 13,"04-13-116-?.??????-""kengxai",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/5bc7127c-c061-42eb-94d4-703bdef1b2a6.jpg,No,,,5,2,Community,No,Not working,Community,International institution,International institution,10 to 20,Community,,_________________,https://akvoflow-34.s3.amazonaws.com/images/42e56492-b1db-4829-9745-f637c31fad98.jpg,16.36450517,106.1061694,159.4,5stqxev2d,No functionality,Not met,Met,Not met,NA,https://akvoflow-34.s3.amazonaws.com/images/5bc7127c-c061-42eb-94d4-703bdef1b2a6.jpg
8481158,16-10-2014 05:04:37 UTC,______  Vanthong,0:11:46,Phin,Khet 15,"04-15-141-?.?????-""Napang",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/2e5a4e0a-d79e-41ec-b865-e96c0473296e.jpg,No,,,5,3,Community,No,Not working|Management,Community,National institution,National institution,5 to 10,Community,,_ _____,https://akvoflow-34.s3.amazonaws.com/images/3c1fa2bb-3923-42ae-859a-71d287141728.jpg,16.26579103,106.16436,228.9,5rkeg1023,No functionality,Not met,Met,Not met,NA,https://akvoflow-34.s3.amazonaws.com/images/2e5a4e0a-d79e-41ec-b865-e96c0473296e.jpg
8481242,17-10-2014 01:48:58 UTC,_______ Phaiphanom,0:04:40,Phin,Khet 12,"04-12-099-?.???-""Kae",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/69bff271-f2de-4db6-befd-4656672d9ce9.jpg,Yes,Works well,13,2,2,Community,Yes,,Community,International NGO,International NGO,10 to 20,Community,When break down,___________,https://akvoflow-34.s3.amazonaws.com/images/4a5c1814-80b1-4cf8-a499-5f9d585e7972.jpg,16.34136414,105.8781538,199.9,5sj48gb19,Full functionality,Met,Met,Met,Met,https://akvoflow-34.s3.amazonaws.com/images/69bff271-f2de-4db6-befd-4656672d9ce9.jpg
8481340,18-10-2014 02:35:32 UTC,Lobinsanh,0:03:31,Phin,Khet 13,"04-13-110-?.?????????-""Vongsekeo",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/26e608ec-d857-42f5-be26-789f41ac5b73.jpg,No,,,5,2,Community,No,Not working,Community,International institution,International institution,10 to 20,Community,,___________________________,https://akvoflow-34.s3.amazonaws.com/images/a4730dc9-36d5-4749-9549-5e2701d3e6f2.jpg,16.38948813,106.0401584,180.1,5t581uxwx,No functionality,Not met,Met,Not met,NA,https://akvoflow-34.s3.amazonaws.com/images/26e608ec-d857-42f5-be26-789f41ac5b73.jpg
8481384,18-10-2014 04:16:41 UTC,_____ Kayson,0:10:15,Phin,Khet 02,"04-02-013-???????????-""Mayphonsaat",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/7f4dc9df-80ee-4178-9b61-200e99861a4c.jpg,Yes,Works well,11,3,2,Community,Yes,,Community,International NGO,International NGO,>20,Community,When break down,________ _.____,https://akvoflow-34.s3.amazonaws.com/images/f30fdf0d-c30c-4902-998e-fb34f441ace2.jpg,16.54191558,105.9691846,164.1,5v38yqu3v,Full functionality,Met,Met,Met,Met,https://akvoflow-34.s3.amazonaws.com/images/7f4dc9df-80ee-4178-9b61-200e99861a4c.jpg
8491165,13-10-2014 13:43:28 UTC,Lobinsanh,0:07:56,Phin,Khet 13,"04-13-117-?.???????-""Alawmai",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/57d3c001-cddc-431f-b5b8-176938249b7a.jpg,No,,,2,2,Community,No,Not working,Community,National institution,National institution,< 5,Community,,_________________,https://akvoflow-34.s3.amazonaws.com/images/936a16de-e393-4a0c-afc8-a5ec276dc4f5.jpg,16.37313524,106.0836361,192.8,5sxpnhpic,No functionality,Not met,Met,Not met,NA,https://akvoflow-34.s3.amazonaws.com/images/57d3c001-cddc-431f-b5b8-176938249b7a.jpg
8491179,14-10-2014 03:57:33 UTC,___ ______ _______,0:12:37,Phin,Khet 06,"04-06-037-?.????????-""Xongpouey",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/0b66569e-bc0e-40c6-94b1-d3576a708492.jpg,Yes,Works well,14,2,1,Community|School,Yes,,Community,International NGO,International NGO,10 to 20,Community,Time,_________________________,https://akvoflow-34.s3.amazonaws.com/images/125188c8-4162-4006-9f65-9668942a73a8.jpg,16.58953151,105.931526,158.3,5vp4igoz7,Partial functionality,Met,Met,Not met,Met,https://akvoflow-34.s3.amazonaws.com/images/0b66569e-bc0e-40c6-94b1-d3576a708492.jpg
8491206,13-10-2014 09:56:30 UTC,______ Viengthong,0:08:05,Phin,Khet 11,"04-11-094-?.?????-""Nonxay",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/73fc3643-cb0d-4f5e-bd9f-a4f4a4846507.jpg,No,,,5,3,Community,No,Not working,Community,National institution,Don't know,5 to 10,Community,,_______________,https://akvoflow-34.s3.amazonaws.com/images/e300f9b7-1fa0-45bb-8d57-cf17061698a8.jpg,16.25368601,105.9081163,169.1,5reu61ma1,No functionality,Not met,Met,NA,NA,https://akvoflow-34.s3.amazonaws.com/images/73fc3643-cb0d-4f5e-bd9f-a4f4a4846507.jpg
8491245,14-10-2014 05:11:56 UTC,________ Vonglakhone,0:05:46,Phin,Khet 09,"04-09-065-?.???????-""Nonglouang",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/7f6de5b7-73b0-44d3-9889-d9f5d3e858a2.jpg,No,,,3,2,Community,Yes,,Community,International NGO,International institution,< 5,Community,No payment,____ ___,https://akvoflow-34.s3.amazonaws.com/images/fde3764d-d276-439d-86da-7ab27d9ef3d9.jpg,16.70409066,105.9131852,195.8,5x5r4j2kb,No functionality,Not met,Met,Met,Not met,https://akvoflow-34.s3.amazonaws.com/images/7f6de5b7-73b0-44d3-9889-d9f5d3e858a2.jpg
8491455,14-10-2014 06:32:26 UTC,_______,0:03:45,Phin,Khet 03,"04-03-027-?????-""Saloi",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/59d45f75-fc8f-4013-b8e9-8458a6912b0d.jpg,Yes,Works well,26,6,2,Community,Yes,,Community,International NGO,International NGO,10 to 20,Community,When break down,__________,https://akvoflow-34.s3.amazonaws.com/images/56bba68b-ec3e-4735-a99a-3fbe73f9bcad.jpg,16.57967715,106.0488842,225.1,5vklg2p6w,Partial functionality,Not met,Met,Met,Met,https://akvoflow-34.s3.amazonaws.com/images/59d45f75-fc8f-4013-b8e9-8458a6912b0d.jpg
8491514,15-10-2014 08:53:44 UTC,________ Vonglakhone,0:06:40,Phin,Khet 04,"04-04-020-?.?????-""Malua",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/17f03530-b2ff-4f8d-a3f9-a886000a563e.jpg,Yes,Works well,12,3,3,Community,Yes,,Community,International NGO,International NGO,5 to 10,Community,When break down,____ _________,https://akvoflow-34.s3.amazonaws.com/images/018fd08a-5c1a-41c3-9198-201b0a76d436.jpg,16.60988253,106.0727678,208.3,5vyh2buk7,Partial functionality,Met,Met,Not met,Met,https://akvoflow-34.s3.amazonaws.com/images/17f03530-b2ff-4f8d-a3f9-a886000a563e.jpg
8491548,16-10-2014 05:02:34 UTC,______  Vanthong,0:17:33,Phin,Khet 15,"04-15-142-?.???-""Boy",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/c6c7c96b-aaa4-4e85-80de-4259427f1c57.jpg,No,,,3,1,School,Yes,,Community,National institution,National institution,< 5,Community,When break down,_____________,https://akvoflow-34.s3.amazonaws.com/images/a6a40c7e-706c-4cf7-a43b-48b10f4227be.jpg,16.24892279,106.1694754,220.5,5rcng2cse,Partial functionality,Not met,Met,Met,Met,https://akvoflow-34.s3.amazonaws.com/images/c6c7c96b-aaa4-4e85-80de-4259427f1c57.jpg
8491560,16-10-2014 05:29:25 UTC,______  Vanthong,0:13:05,Phin,Khet 15,"04-15-133-?.??????-""Thounkham",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/b2598fa0-259f-47ea-8bfa-5b758b85a8e0.jpg,No,,,3,1,Community|Health center,No,Not working|Management,Community,National institution,National institution,< 5,Community,,_______,https://akvoflow-34.s3.amazonaws.com/images/29800a93-a2a0-4d8d-90c0-ddc476f5dffd.jpg,16.33986592,106.1797135,230.7,5siffe5yd,No functionality,Not met,Met,Not met,NA,https://akvoflow-34.s3.amazonaws.com/images/b2598fa0-259f-47ea-8bfa-5b758b85a8e0.jpg
8491613,17-10-2014 01:57:37 UTC,___ ______ _______,0:06:06,Phin,Khet 01,"04-01-017-?.?????-""Sakhoung",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/ec50ae39-2bd8-4fd5-9069-194dc31f498d.jpg,Yes,Works well,23,2,1,Community,Yes,,Community,International NGO,International NGO,< 5,Community,When break down,_ _______,https://akvoflow-34.s3.amazonaws.com/images/159410ea-89bd-4dfe-a2c7-5864624e2fb7.jpg,16.53704607,106.0404464,156.6,5v10f9ulw,Partial functionality,Not met,Met,Met,Met,https://akvoflow-34.s3.amazonaws.com/images/ec50ae39-2bd8-4fd5-9069-194dc31f498d.jpg
8491624,17-10-2014 04:32:05 UTC,______ Viengthong,0:10:58,Phin,Khet 05,"04-05-052-?.?????-""Nonxay",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/ea6d6267-d1e9-478e-a155-b892c725ba01.jpg,Yes,Works well,7,4,3,Community,Yes,,Community,International institution,Don't know,5 to 10,Community,When break down,_____ ____ _______,https://akvoflow-34.s3.amazonaws.com/images/75cc94a9-a98c-4079-889d-195101842256.jpg,16.56025799,105.9438024,159.7,5vbo9woha,Partial functionality,Met,Met,Not met,Met,https://akvoflow-34.s3.amazonaws.com/images/ea6d6267-d1e9-478e-a155-b892c725ba01.jpg
8491635,17-10-2014 04:42:34 UTC,______ Viengthong,0:24:58,Phin,Khet 05,"04-05-052-?.?????-""Nonxay",,Ground / Spring,Borehole,Motor pump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/b14d9278-961f-4eb4-bd65-837317bd7b60.jpg,Yes,Works well,5,3,3,Community,Yes,,Community,International NGO,Don't know,10 to 20,Community,Fuel / Electricity,_____ ___ _____,https://akvoflow-34.s3.amazonaws.com/images/1ef2b96e-da7f-41f0-92d5-1d65309f0188.jpg,16.5607559,105.9476278,170.3,5vbwjlez8,Full functionality,Met,Met,Met,Met,https://akvoflow-34.s3.amazonaws.com/images/b14d9278-961f-4eb4-bd65-837317bd7b60.jpg
8491647,17-10-2014 05:10:52 UTC,_________ Laysavanh,0:09:20,Phin,Khet 14,"04-14-122-?.???????-""Xangthaeng",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/be210000-2048-477f-8b40-9e226c7ed46f.jpg,Yes,Works well,9,6,4,Community,Yes,,Community,National institution,National institution,< 5,Community,When break down,_________________,https://akvoflow-34.s3.amazonaws.com/images/81994535-a07b-42ef-b7d2-e3abb7067895.jpg,16.48414513,106.1501211,100.1,5ucpjza7x,Full functionality,Met,Met,Met,Met,https://akvoflow-34.s3.amazonaws.com/images/be210000-2048-477f-8b40-9e226c7ed46f.jpg
8491689,18-10-2014 01:45:54 UTC,_______ Phaiphanom,0:06:14,Phin,Khet 12,"04-12-108-?.???-""Bok",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/24005a6a-8275-4447-aaee-33ba488df47e.jpg,Yes,Works well,13,2,1,Community,Yes,,Community,International institution,International institution,10 to 20,Community,When break down,_.___,https://akvoflow-34.s3.amazonaws.com/images/074bfdff-4959-4496-8ee2-ac56ca4145d0.jpg,16.36346765,105.857909,127.6,5st9q800j,Full functionality,Met,Met,Met,Met,https://akvoflow-34.s3.amazonaws.com/images/24005a6a-8275-4447-aaee-33ba488df47e.jpg
8491826,18-10-2014 06:27:14 UTC,_______,0:09:46,Phin,Khet 10,"04-10-088-?.?????????-""Nathomkhok",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/7dd48569-ce57-430d-830a-c62bde3ffce9.jpg,Yes,Not well,11,3,11,Community|Wat,Yes,,Community,International NGO,International NGO,10 to 20,Community,When break down,____ ___,https://akvoflow-34.s3.amazonaws.com/images/d8e677bc-a79c-441b-bda8-e7d8dd37e5d0.jpg,16.60316144,105.8461379,223.5,5vvdxevml,Partial functionality,Met,Met,Not met,Met,https://akvoflow-34.s3.amazonaws.com/images/7dd48569-ce57-430d-830a-c62bde3ffce9.jpg
8500922,13-10-2014 04:31:56 UTC,___ ______ _______,0:09:48,Phin,Khet 06,"04-06-036-?.????????-""Kangkaw",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/bcccd3e5-c02b-4c9b-8926-e7d0d985d28d.jpg,Yes,Works well,16,3,2,Community,Yes,,Community,International NGO,International NGO,< 5,Community,Time,___________,https://akvoflow-34.s3.amazonaws.com/images/6302b80a-1b70-4574-a803-1c186dc64f9e.jpg,16.60852527,105.9215316,182.5,5vxukmaof,Full functionality,Met,Met,Met,Met,https://akvoflow-34.s3.amazonaws.com/images/bcccd3e5-c02b-4c9b-8926-e7d0d985d28d.jpg
8500990,13-10-2014 13:20:26 UTC,Lobinsanh,0:13:55,Phin,Khet 13,"04-13-118-?.???????????-""Alawkaw",,Ground / Spring,Borehole,No extraction system,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/53723976-f794-431c-bf1c-88f27dfdcca7.jpg,No,,,2,4,Community,No,Not working,Community,International NGO,International NGO,5 to 10,Community,,_________________ _________,https://akvoflow-34.s3.amazonaws.com/images/39e82ccb-646c-49ed-83aa-c274b21c1dd4.jpg,16.40839915,106.0684623,87.3,5tdwsdvik,No functionality,Not met,Met,Not met,NA,https://akvoflow-34.s3.amazonaws.com/images/53723976-f794-431c-bf1c-88f27dfdcca7.jpg
8501063,14-10-2014 05:46:57 UTC,_______,0:04:39,Phin,Khet 10,"04-10-080-?.???????-""Khonken",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/a493d9ad-d84c-41a6-b425-8c9b3dc32515.jpg,No,,,1,1,Community,No,Not working,Community,International institution,International institution,< 5,Community,,___ ______,https://akvoflow-34.s3.amazonaws.com/images/63542ed1-9e39-42c6-801a-c25cf6d74982.jpg,16.52880327,105.8000009,154.4,5ux85e028,No functionality,Not met,Met,Not met,NA,https://akvoflow-34.s3.amazonaws.com/images/a493d9ad-d84c-41a6-b425-8c9b3dc32515.jpg
