Identifier,Date*,Submitter,District,Village AtsVillage Phin,Quality,Quantity,Accessibility,Reliability,FS,HH_user_#,Get_Water,RWS type,Extract BH,Extract DW,Extract SW,Distrib?,Distrib how,Distrib Pt #,Photo source,Get water,State extract,User type,In use,Why not,Owner,Resp org.,Funds,Age,Manager,Water payT,Photo Pt 1,Lat,Long,HH # user,Drink prop',Main - why drink,Main - Not drink,Month used,Month water enough,Photo_Pt2,Photo_Pt3,Photo_Pt4,Photo_Pt5
4ubc-4h8w-d70m,41927,_______ Phaiphanom,13 - 04 - Phin,"04-12-107-_.______-""Naphek",2,4,4,,2,6,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/e16b8bd1-f3e8-4401-a3e4-883cfcc425a6.jpg,Yes,Works well,Community,Yes,,Community,National institution,Don't know,< 5 years,Community,When break down,https://akvoflow-34.s3.amazonaws.com/images/88c93958-f56f-4082-9fcb-94e4826472a9.jpg,16.31185153,105.8002599,6,Nobody,,,5-Jul,8-Sep,,,,
5d65-kw8q-bff0,41927,________ Vonglakhone,13 - 04 - Phin,"04-04-019-_._____-""Arpork",5,1,1,,1,0,0,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/0a90f905-1bd3-4bd3-a117-f7e7cb56759b.jpg,No,,Community,No,Not working,Community,National institution,National institution,5-Oct,Community,,https://akvoflow-34.s3.amazonaws.com/images/44746b88-ce20-40c0-a3de-ffcac22d08d5.jpg,16.60797187,106.0778542,,,,,,,,,,
5hm8-qb0g-sqw0,41930,Lobinsanh,13 - 04 - Phin,"04-13-111-_.___-""Nhang",5,1,1,,1,0,0,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/d625df1e-a371-4c7f-a6d1-31431c12aa9c.jpg,No,,Community,No,Not working,Community,International institution,International institution,15-Oct,Community,,https://akvoflow-34.s3.amazonaws.com/images/a8f784f0-5399-4ac5-8d00-c08fcdfd122e.jpg,16.34059202,106.0399557,,,,,,,,,,
5jk2-dkgb-5chr,41926,_______ Phaiphanom,13 - 04 - Phin,"04-12-104-_.________-""Thongmixai",2,5,2,,2,15,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/baba5b4c-8ed7-44e5-a57a-671a5ece9bd1.jpg,Yes,Works well,Community,Yes,,Community,International NGO,Don't know,5-Oct,Community,When break down,https://akvoflow-34.s3.amazonaws.com/images/7c8f075b-76c7-46b2-bc15-aa4b3facb046.jpg,16.28283354,105.7970437,15,Nobody,,,12,12,,,,
5pp7-y9rm-231h,41927,________ Vonglakhone,13 - 04 - Phin,"04-04-019-_._____-""Arpork",5,4,4,,4,17,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/46daeaa5-9fcc-4804-aa1f-c90647d85119.jpg,Yes,Not well,Community,Yes,,Community,International NGO,International institution,5-Oct,Community,No payment,https://akvoflow-34.s3.amazonaws.com/images/c535a421-18c2-4607-98bb-6a8ad40bc1ed.jpg,16.6086201,106.0786182,17,All,Good colour,,12,12,,,,
5r8m-ph0e-ybg0,41928,___ ______ _______,13 - 04 - Phin,"04-01-004-____-""Napho",5,1,1,,1,0,0,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/6de0fd41-ebc2-4d0a-a66f-40b90e92cce1.jpg,No,,Community,No,Not working,National institution,International NGO,International NGO,< 5 years,National institution,,https://akvoflow-34.s3.amazonaws.com/images/5fef34d4-0ed0-457c-8e69-cad5de394a39.jpg,16.53207731,106.0026952,,,,,,,,,,
5v12-n4b7-cnbk,41928,_________ Laysavanh,13 - 04 - Phin,"04-14-119-_.______-""Arxia",2,2,2,,2,12,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/699bbebf-bc78-49f4-959b-04f6f98a5111.jpg,Yes,Not well,Community,Yes,,Private,Private,Private,< 5 years,Private,__________,https://akvoflow-34.s3.amazonaws.com/images/29c0ec7b-a25c-472d-b990-3ff91512b7c3.jpg,16.49647939,106.1363382,12,Nobody,,,12,12,,,,
5v69-vr1h-156r,41928,_______ Phaiphanom,13 - 04 - Phin,"04-12-099-_.___-""Kae",5,5,4,,4,5,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/987268c8-01ce-40d2-bc2a-f1b9f386c683.jpg,Yes,Works well,Community,Yes,,Community,National institution,Don't know,< 5 years,Community,When break down,https://akvoflow-34.s3.amazonaws.com/images/468fb122-1210-4126-b180-25624f3b869f.jpg,16.33755821,105.8774775,5,All,Safe,,12,12,,,,
5we3-nkjp-8dj,41927,_____ Kayson,13 - 04 - Phin,"04-08-060-_.______-""Naphokham",2,5,4,,2,2,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/25d9cd30-a514-461c-9c44-04027251089f.jpg,Yes,Works well,Community,Yes,,Community,National institution,National institution,5-Oct,Community,No payment,https://akvoflow-34.s3.amazonaws.com/images/915e0ff4-201f-4a42-b7a1-2941d2e9c453.jpg,16.62896125,105.9238417,2,Nobody,,,12,12,,,,
5xh5-pddy-atpj,41927,________ Vonglakhone,13 - 04 - Phin,"04-09-069-_.________-""Somsaat",5,5,4,,4,6,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/7eda6db6-d5bb-478d-8596-999a7101e1af.jpg,Yes,Works well,School,Yes,,Community,National institution,National institution,< 5 years,Community,Community box,https://akvoflow-34.s3.amazonaws.com/images/8f9f1025-6dec-442a-ad9a-fac9b761a9ca.jpg,16.68855071,105.9407878,6,All,Safe,,8-Sep,12,,,,
5yan-32m5-7nyd,41928,________ Vonglakhone,13 - 04 - Phin,"04-04-035-_.__________-""Kanglathaeng",5,4,3,,3,32,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/6df90696-d1ef-4330-ac09-d0a6cc78e297.jpg,Yes,Works well,Community,Yes,,Community,National institution,National institution,15-Oct,Community,When break down,https://akvoflow-34.s3.amazonaws.com/images/77e93761-e3e9-4ae3-a401-970d2ca4e676.jpg,16.5395285,106.115246,32,All,Safe,,12,12,,,,
6310-3j4v-k60k,41929,______  Vanthong,13 - 04 - Phin,"04-15-136-_._____-""Saloun",5,1,1,,1,0,0,BH,No extraction system,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/bc79423b-adc9-4aa0-84aa-4bb0d98e325f.jpg,No,,_________________,No,____________,Community,National institution,National institution,Under construction,____________,,https://akvoflow-34.s3.amazonaws.com/images/098e0876-2ecb-4a98-86fa-3990da04ab78.jpg,16.31287648,106.1696185,,,,,,,,,,
655v-3w3e-cgdy,41928,_______ Phaiphanom,13 - 04 - Phin,"04-12-107-_.______-""Naphek",2,5,4,,2,10,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/a19f5e65-4dd2-4244-b724-2c04421350d8.jpg,Yes,Works well,Community,Yes,,Community,International institution,International institution,15-Oct,Community,When break down,https://akvoflow-34.s3.amazonaws.com/images/a94e3dc8-4129-4cec-826a-62d418d1c0b7.jpg,16.31199458,105.8003305,10,Nobody,,,12,12,,,,
68am-mr1e-8qbj,41930,Lobinsanh,13 - 04 - Phin,"04-13-111-_.___-""Nhang",5,1,1,,1,0,0,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/40eaed4e-34ae-41fa-bca4-ca105c26961e.jpg,No,,Community,No,Not working,Community,National institution,National institution,< 5 years,Community,,https://akvoflow-34.s3.amazonaws.com/images/df1c050c-59b9-46f2-82c9-0614bbb95358.jpg,16.34165238,106.0400332,,,,,,,,,,
6eym-ymvb-f1b0,41928,_______ Phaiphanom,13 - 04 - Phin,"04-12-102-_._______-""Nonvilay",5,1,1,,1,0,0,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/3dc81154-7b46-43e6-a485-5ca44cd70232.jpg,No,,Community,No,Not working,Community,International institution,Don't know,15-Oct,Community,,https://akvoflow-34.s3.amazonaws.com/images/c5f9e009-b8a5-4a2f-a6f7-2038c43a1f1a.jpg,16.27018632,105.8250156,,,,,,,,,,
6gat-xrpt-tsmw,41928,________ Vonglakhone,13 - 04 - Phin,"04-04-034-_._____-""Latueb",5,1,1,,1,0,0,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/7ea2b59c-7ff6-428f-b349-ff98d95368a5.jpg,No,,Community,No,Not working,Community,National institution,National institution,5-Oct,Community,,https://akvoflow-34.s3.amazonaws.com/images/c44d9000-f66b-4fbc-8408-d6a883ed2102.jpg,16.57925353,106.1085689,,,,,,,,,,
6j9k-p1tf-srep,41929,______  Vanthong,13 - 04 - Phin,"04-15-134-_._____-""Lakai",5,1,1,,1,0,0,BH,No extraction system,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/2b86df93-731e-4db6-b0db-161a3278ebb2.jpg,No,,____________,No,____________,____________,National institution,National institution,Under construction,____________,,https://akvoflow-34.s3.amazonaws.com/images/de9a96c6-4ade-489f-9d41-b7d0ed47c4d9.jpg,16.36394943,106.1931814,,,,,,,,,,
6k2k-usbp-uqfb,41930,Lobinsanh,13 - 04 - Phin,"04-13-111-_.___-""Nhang",5,1,1,,1,0,0,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/02c615fb-efb5-4790-a9c4-a7063c570467.jpg,No,,Community,No,Not working,Community,National institution,National institution,< 5 years,Community,,https://akvoflow-34.s3.amazonaws.com/images/c855608b-7ecb-4cbc-90d8-d3d299e18ad5.jpg,16.34264927,106.0391581,,,,,,,,,,
6rc5-x5dv-wvtw,41930,_______ _________,13 - 04 - Phin,"04-13-116-_.______-""kengxai",5,1,1,,1,0,0,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/5bc7127c-c061-42eb-94d4-703bdef1b2a6.jpg,No,,Community,No,Not working,Community,International institution,International institution,15-Oct,Community,,https://akvoflow-34.s3.amazonaws.com/images/42e56492-b1db-4829-9745-f637c31fad98.jpg,16.36450517,106.1061694,,,,,,,,,,
6rjm-0qq5-0y0v,41927,___ ______ _______,13 - 04 - Phin,"04-01-009-_.___-""Phon",3,2,4,,2,35,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/cd439f71-cf13-4445-b422-6ed9f21a474f.jpg,Yes,Works well,Community,Yes,,Community,National institution,National institution,>20,Community,When break down,https://akvoflow-34.s3.amazonaws.com/images/56f2a9e8-623c-4a5a-8d9a-5837bc26091f.jpg,16.50912708,106.0025974,35,Half,Good colour,,12,12,,,,
6rtr-u2b3-dc7c,41929,_______ Phaiphanom,13 - 04 - Phin,"04-12-099-_.___-""Kae",2,5,4,,2,1,1,BH,Motor pump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/589f43cf-e478-4fc7-af57-e0a2d521a425.jpg,Yes,Works well,Private,Yes,,Private,National institution,Don't know,< 5 years,Private,When break down,https://akvoflow-34.s3.amazonaws.com/images/58fd9774-a37c-4411-bba6-101675fe24db.jpg,16.33973096,105.8781581,1,Nobody,,,0-4,12,,,,
6weg-nexb-yr2t,41927,_____ Kayson,13 - 04 - Phin,"04-02-010-_.______-""Napor",2,5,4,,2,2,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/6f38369d-18d0-4204-b7f3-c25b0e257d73.jpg,Yes,Works well,Community,Yes,,Community,National institution,National institution,15-Oct,Community,Community box,https://akvoflow-34.s3.amazonaws.com/images/71f1a313-f68c-4496-8b61-0ab5f992d76b.jpg,16.53873794,105.9844069,2,Nobody,,,12,12,,,,
6xxe-y7xu-835r,41927,________ Vonglakhone,13 - 04 - Phin,"04-04-018-______-""Khamin",5,4,4,,4,7,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/64f25a08-70ea-4765-ac8b-cb0a0aa53b2e.jpg,Yes,Works well,Community,Yes,,Community,International NGO,International institution,< 5 years,Community,When break down,https://akvoflow-34.s3.amazonaws.com/images/c7b0e93c-71a7-4b20-ad76-4f3084622802.jpg,16.64395538,106.0663404,7,All,Good taste,,12,12,,,,
771f-7rgy-5abn,41929,_______,13 - 04 - Phin,"04-10-087-_._________-""Anousanya",2,5,4,,2,35,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/6a7fdfe2-0102-4f13-b05f-c45f9f92b0d6.jpg,Yes,Works well,Community|School,Yes,,Community,International NGO,International NGO,15-20,Community,When break down,https://akvoflow-34.s3.amazonaws.com/images/4037f1ea-636e-4da3-a8a4-a871cb179f62.jpg,16.57526269,105.8669489,35,Few,_____________________,,12,12,,,,
7c7d-6prm-qw8n,41930,Lobinsanh,13 - 04 - Phin,"04-13-112-_._____-""Paxit",5,5,4,,4,15,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/23c2717d-7f63-4f49-962c-d81382890991.jpg,Yes,Works well,Community,Yes,,Community,International NGO,International NGO,< 5 years,Community,When break down,https://akvoflow-34.s3.amazonaws.com/images/568386d2-f00c-4d4d-b1bf-d25d70af4b3b.jpg,16.33109592,106.0543654,15,All,________,,12,12,,,,
7fu3-cgp5-gybd,41927,___ ______ _______,13 - 04 - Phin,"04-01-001-_________-""Vernhongkham",5,1,1,,1,0,0,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/588100ee-7626-4e68-8a46-96297a74d8f7.jpg,No,,School,No,Not working,National institution,International NGO,International NGO,15-20,National institution,,https://akvoflow-34.s3.amazonaws.com/images/cbd6bfe7-73c8-4aca-a745-c996fae4eb19.jpg,16.53329108,106.0239829,,,,,,,,,,
7hbq-5d9b-5q62,41925,_________ Laysavanh,13 - 04 - Phin,"04-14-125-_._____-""Phalong",2,5,2,,2,12,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/0c467df3-013b-4759-a722-250b3bda0f93.jpg,Yes,Works well,Community,Yes,,Community,National institution,National institution,< 5 years,Community,When break down,https://akvoflow-34.s3.amazonaws.com/images/7bc32921-448a-45fe-b603-dbb38c60bedd.jpg,16.4661692,106.1176907,12,Nobody,,,12,12,,,,
7na6-9pb2-u3c4,41926,_______,13 - 04 - Phin,"04-07-048-_.________-""Xaisomboon",5,1,1,,1,0,0,BH,Motor pump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/aec7c9be-099f-4bc4-bcd5-7898f2f3e432.jpg,No,,School,No,Not working,National institution,International NGO,International NGO,5-Oct,National institution,,https://akvoflow-34.s3.amazonaws.com/images/00970db8-1d7c-4467-b8d1-a1a3c763f2ea.jpg,16.56660992,105.916563,,,,,,,,,,
7u6d-qqp7-renv,41925,_________ Laysavanh,13 - 04 - Phin,"04-14-126-_.____-""Savue",2,5,2,,2,8,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/dccf1ff1-8df2-4c01-91dc-b1a306e0d34c.jpg,Yes,Works well,Community,Yes,,Community,International NGO,International NGO,5-Oct,Community,When break down,https://akvoflow-34.s3.amazonaws.com/images/7d49e36c-d209-4d49-ada1-afae5ca3fa2b.jpg,16.44967716,106.1246749,8,Nobody,,,12,12,,,,
7v8g-nh7m-y49h,41929,______ Viengthong,13 - 04 - Phin,"04-05-053-_._________-""Dongphoungern",5,5,4,,4,13,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/50ed1ba3-5584-44b9-b1aa-ab25d7696c47.jpg,Yes,Works well,Community,Yes,,Community,International NGO,Don't know,5-Oct,Community,When break down,https://akvoflow-34.s3.amazonaws.com/images/1d15722f-573a-4808-b067-b6735c233191.jpg,16.54754732,105.9503104,13,All,Religious belief,,12,12,,,,
80et-88pp-4689,41927,________ Vonglakhone,13 - 04 - Phin,"04-04-018-______-""Khamin",5,5,4,,4,23,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/5d12ec4c-f9d9-47d9-8c6b-672702984010.jpg,Yes,Works well,Community|School,Yes,,Community,National institution,National institution,< 5 years,Community,When break down,https://akvoflow-34.s3.amazonaws.com/images/1133ba8d-a6b8-45bf-9e50-d955108e8c4c.jpg,16.64481825,106.0665246,23,All,Good taste,,12,12,,,,
86e7-g6cv-j491,41927,________ Vonglakhone,13 - 04 - Phin,"04-04-020-_._____-""Malua",5,5,3,,3,42,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/17f03530-b2ff-4f8d-a3f9-a886000a563e.jpg,Yes,Works well,Community,Yes,,Community,International NGO,International NGO,5-Oct,Community,When break down,https://akvoflow-34.s3.amazonaws.com/images/018fd08a-5c1a-41c3-9198-201b0a76d436.jpg,16.60988253,106.0727678,42,All,Good taste,,12,12,,,,
8jj4-erah-dcmd,41930,_______ _________,13 - 04 - Phin,"04-13-116-_.______-""kengxai",2,4,3,,2,25,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/b4519c29-b69a-4016-a279-cad45c414a2b.jpg,Yes,Not well,Community,Yes,,Community,International institution,International institution,15-Oct,Community,When break down,https://akvoflow-34.s3.amazonaws.com/images/633be0af-9325-406a-a59f-5c21c2c773c0.jpg,16.34064096,106.1046629,25,Nobody,,,12,10-Nov,,,,
8rm3-1xef-ek51,41929,___ ______ _______,13 - 04 - Phin,"04-01-017-_._____-""Sakhoung",2,2,4,,2,20,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/bafe7b09-64b7-4250-9ca0-40d4a1f3f149.jpg,Yes,Works well,Community|School,Yes,,National institution,International NGO,International NGO,15-Oct,National institution,Community box,https://akvoflow-34.s3.amazonaws.com/images/109d5fd5-0cb1-47dd-9b94-7749e1985988.jpg,16.53778106,106.0396131,20,Nobody,,,8-Sep,8-Sep,,,,
8spe-t31h-3f4a,41927,Lobinsanh,13 - 04 - Phin,"04-13-114-_._____-""Phonxai",2,5,4,,2,6,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/ff2f1f8c-f8d8-45ac-80aa-0b833be09998.jpg,Yes,Works well,Community,Yes,,Community,International NGO,International NGO,< 5 years,Community,When break down,https://akvoflow-34.s3.amazonaws.com/images/3d09a6a1-b590-48ae-a7d4-a01430a4087b.jpg,16.33033409,106.0632771,6,Nobody,,,12,12,,,,
8tbw-wewt-a5e5,41929,______ Viengthong,13 - 04 - Phin,"04-05-052-_._____-""Nonxay",5,1,1,,1,0,0,BH,Motor pump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/1c1b44b5-aac2-4930-9b3b-93af2a19868d.jpg,No,,School,No,Not working,National institution,National institution,National institution,5-Oct,National institution,,https://akvoflow-34.s3.amazonaws.com/images/4a6c430e-0b26-446c-8407-60c1a4ee4c8d.jpg,16.56311312,105.9434393,,All,Religious belief,,,,,,,
8vae-6875-exc6,41929,_______ Phaiphanom,13 - 04 - Phin,"04-12-099-_.___-""Kae",2,5,4,,2,9,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/572ddc5c-e5ea-436b-bc1c-96837aabfb55.jpg,Yes,Works well,Community,Yes,,Community,International institution,Don't know,< 5 years,Community,When break down,https://akvoflow-34.s3.amazonaws.com/images/23a10732-1118-4d81-9127-abdf1dd32ee7.jpg,16.34128749,105.8789729,9,Nobody,,,0-4,12,,,,
8wpv-u751-4rg2,41927,________ Vonglakhone,13 - 04 - Phin,"04-09-069-_.________-""Somsaat",5,2,1,,1,0,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/7b386a6b-f3a6-4273-992b-c9704ef08761.jpg,Yes,Not well,Community,No,Water quantity,Community,National institution,National institution,< 5 years,Community,,https://akvoflow-34.s3.amazonaws.com/images/bd77b1ad-603d-40b5-847c-799f3237182a.jpg,16.68609387,105.9407437,,All,Good taste,,,,,,,
8yr1-0k5a-u372,41928,_________ Laysavanh,13 - 04 - Phin,"04-14-129-_.______-""Houayhoi",5,2,4,,2,24,1,BH,__________,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/00224d46-f089-494a-84e8-3e4c6241de1e.jpg,Yes,Works well,Community,Yes,,Private,Private,Private,< 5 years,Private,No payment,https://akvoflow-34.s3.amazonaws.com/images/7f98780e-2c6f-4b91-af78-e688d5d4b85f.jpg,16.42057465,106.1598151,24,All,Safe,,12,12,,,,
8yw8-th14-2f32,41927,Lobinsanh,13 - 04 - Phin,"04-13-114-_._____-""Phonxai",2,5,4,,2,4,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/6c0d0c52-359d-41fe-a195-54f3e69a1688.jpg,Yes,Works well,Community,Yes,,Community,International institution,International institution,15-Oct,Community,When break down,https://akvoflow-34.s3.amazonaws.com/images/becbcaa5-c4d5-4c6b-ae9d-3774f1934488.jpg,16.32865823,106.063918,4,Nobody,,,12,12,,,,
91h9-x15r-v23g,41929,_________ Laysavanh,13 - 04 - Phin,"04-14-120-_.______-""Nonsoung",2,5,4,,2,8,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/778cbb70-fe5c-41f4-9b83-fec28309131c.jpg,Yes,Works well,Community,Yes,,Community,National institution,National institution,5-Oct,Community,When break down,https://akvoflow-34.s3.amazonaws.com/images/734dcbcf-e940-474e-8c91-1cd3a1678e27.jpg,16.50355496,106.0999665,8,Nobody,,,12,12,,,,
98bw-89jp-5hud,41927,_________ Laysavanh,13 - 04 - Phin,"04-14-129-_.______-""Houayhoi",2,1,1,,1,0,0,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/964429f5-2613-4836-adc6-a210180da6b6.jpg,No,,Community,No,Not working,Community,National institution,National institution,5-Oct,Community,,https://akvoflow-34.s3.amazonaws.com/images/58a1abd0-280d-488f-8f1a-6d3d8a5f5dac.jpg,16.41511622,106.1286938,,Nobody,,,,,,,,
9apg-vwgj-6a2n,41927,_____ Kayson,13 - 04 - Phin,"04-08-060-_.______-""Naphokham",5,5,4,,4,1,1,BH,Motor pump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/137a6b04-f2c7-4d18-9ab1-d0fdd09b702e.jpg,Yes,Works well,Private,Yes,,Private,National institution,National institution,5-Oct,Private,Fuel / Electricity,https://akvoflow-34.s3.amazonaws.com/images/9c8c7c98-e6b7-498e-bdfd-4172497fa12c.jpg,16.63632222,105.9258215,1,All,Good colour,,12,12,,,,
9cpa-82sg-1fdp,41930,_______ _________,13 - 04 - Phin,"04-13-116-_.______-""kengxai",2,5,4,,2,1,1,BH,Motor pump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/e5df3736-8fd0-47f7-a75f-de6a06b82952.jpg,Yes,Works well,_______________________,Yes,,National institution,National institution,National institution,5-Oct,National institution,When break down,https://akvoflow-34.s3.amazonaws.com/images/b21fe9ad-2679-43e1-b69a-26e5a7857513.jpg,16.33214261,106.1034288,1,Nobody,,,12,12,,,,
9ny6-puy4-vspd,41927,________ Vonglakhone,13 - 04 - Phin,"04-04-019-_._____-""Arpork",5,1,1,,1,0,0,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/a47aed00-9155-4e5d-9783-a9a7d24ef228.jpg,No,,Community,No,Not working,Community,International NGO,International institution,< 5 years,Community,,https://akvoflow-34.s3.amazonaws.com/images/bdbd4cf4-6735-4199-adc4-0856d397feff.jpg,16.60918633,106.0771392,,,,,,,,,,
9s72-csn5-6uy,41929,______ Viengthong,13 - 04 - Phin,"04-05-053-_._________-""Dongphoungern",2,5,4,,2,13,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/c8d6c597-a629-432f-b3c3-512f7ee1bf10.jpg,Yes,Works well,Community,Yes,,Community,International NGO,Don't know,5-Oct,Community,When break down,https://akvoflow-34.s3.amazonaws.com/images/38f2cd29-08f4-407b-bf0b-7c2ad056b360.jpg,16.54867426,105.947116,13,Nobody,,,12,12,,,,
9wc2-bafh-b4pg,41927,_____ Kayson,13 - 04 - Phin,"04-02-010-_.______-""Napor",2,5,5,,2,1,1,BH,Motor pump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/3b2f447d-719c-4582-bb24-aee9be86f2a8.jpg,Yes,Works well,Private,Yes,,Private,National institution,National institution,>20,Private,Fuel / Electricity,https://akvoflow-34.s3.amazonaws.com/images/fe989b5e-77f1-4612-b87c-279c7aa495bd.jpg,16.5402699,105.9832757,1,Nobody,,,12,12,,,,
9x3q-5ux0-6frv,41928,_______ Phaiphanom,13 - 04 - Phin,"04-12-109-_.______-""Nongboua",5,1,1,,1,0,0,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/76887c35-4110-4eaa-a166-025d3b466ba7.jpg,No,,Community,No,Not working,Community,International institution,Don't know,15-Oct,Community,,https://akvoflow-34.s3.amazonaws.com/images/2dee9e9e-cd87-4893-8531-1e744180f912.jpg,16.40911826,105.8797355,,,,,,,,,,
a18m-k2r5-rrtm,41927,________ Vonglakhone,13 - 04 - Phin,"04-04-018-______-""Khamin",5,1,1,,1,0,0,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/6b67194f-c522-4ca9-841f-404f01597a5b.jpg,No,,Community,No,Not working|Management,Community,National institution,National institution,5-Oct,Community,,https://akvoflow-34.s3.amazonaws.com/images/9f5a411e-e510-4599-8eec-c5f533878d39.jpg,16.64325599,106.0660656,,,,,,,,,,
a4j2-eawn-rd4x,41929,______ Viengthong,13 - 04 - Phin,"04-05-052-_._____-""Nonxay",2,5,4,,2,16,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/ea6d6267-d1e9-478e-a155-b892c725ba01.jpg,Yes,Works well,Community,Yes,,Community,International institution,Don't know,5-Oct,Community,When break down,https://akvoflow-34.s3.amazonaws.com/images/75cc94a9-a98c-4079-889d-195101842256.jpg,16.56025799,105.9438024,16,Nobody,,,12,12,,,,
akr1-392r-w4em,41930,_______,13 - 04 - Phin,"04-10-088-_._________-""Nathomkhok",5,5,3,,3,23,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/7dd48569-ce57-430d-830a-c62bde3ffce9.jpg,Yes,Not well,Community|Wat,Yes,,Community,International NGO,International NGO,15-Oct,Community,When break down,https://akvoflow-34.s3.amazonaws.com/images/d8e677bc-a79c-441b-bda8-e7d8dd37e5d0.jpg,16.60316144,105.8461379,23,All,Safe,,12,12,,,,
anvg-fftd-vp9f,41927,______ Viengthong,13 - 04 - Phin,"04-11-096-_.________-""Kaengkua",5,4,4,,4,10,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/5ffe101d-dd00-4620-888e-ca22e9782360.jpg,Yes,Works well,Community,Yes,,Community,National institution,Don't know,< 5 years,Community,When break down,https://akvoflow-34.s3.amazonaws.com/images/011b56e8-b134-49e5-9b3a-595317d4f419.jpg,16.33089381,105.9614048,10,All,Religious belief,,12,8-Sep,,,,
ap2t-pucd-6pr0,41928,______  Vanthong,13 - 04 - Phin,"04-15-141-_._____-""Napang",5,1,1,,1,0,0,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/b64e0bd0-fd72-4bb4-8b4f-8987b662bec9.jpg,No,,Community,No,Not working|Management,Community,National institution,National institution,5-Oct,Community,,https://akvoflow-34.s3.amazonaws.com/images/44989c5c-5845-4e5c-a2eb-d1ba931b07f9.jpg,16.27287393,106.1649815,,,,,,,,,,
