Identifier,Date*,Submitter,District,Village AtsVillage Phin,Quality,Quantity,Accessibility,Reliability,FS,HH_user_#,Get_Water,RWS type,Extract BH,Extract DW,Extract SW,Distrib?,Distrib how,Distrib Pt #,Photo source,Get water,State extract,User type,In use,Why not,Owner,Resp org.,Funds,Age,Manager,Water payT,Photo Pt 1,Lat,Long,HH # user,Drink prop',Main - why drink,Main - Not drink,Month used,Month water enough,Photo_Pt2,Photo_Pt3,Photo_Pt4,Photo_Pt5
2dxd-1ns2-8ssf,41888,_. _________ __________,13 - 13 - Atsaphone,"13-03-013-____ _______-""Naduea",2,2,4,,2,17,1,DW,,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/825bc602-56d1-4f73-bccf-179cc82d157a.jpg,Yes,Works well,Community,Yes,,Community,Community,Community,>20,Community,No payment,https://akvoflow-34.s3.amazonaws.com/images/2edace83-f295-4530-a411-f443220ba4f3.jpg,16.85831454,105.3164247,17,Nobody,,,12,0-4,,,,
32t4-wx8x-uub,41888,___ ________,13 - 13 - Atsaphone,"13-03-014-____ ___________-""Nakhawmin",2,2,4,,2,10,0,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/24f6180b-bb5d-42aa-88f8-e6649b7c1ed8.jpg,No,Works well,School,Yes,,National association,National association,National association,5-Oct,National association,No payment,https://akvoflow-34.s3.amazonaws.com/images/bd4140cb-5fcd-45a7-bcd8-1f88ce141130.jpg,16.87671907,105.2897813,10,Nobody,,,12,0-4,,,,
5qt4-xbcf-b04p,41888,_.____,13 - 13 - Atsaphone,"13-03-014-____ ___________-""Nakhawmin",2,2,3,,2,30,0,DW,,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/1d094d90-a778-4ba0-8986-b6efc991a0d5.jpg,No,Works well,Community|Private,Yes,,Community,Community,Community,>20,Community,No payment,https://akvoflow-34.s3.amazonaws.com/images/f8899dfb-994c-477f-854e-ff5994bb3af6.jpg,16.87340137,105.2905942,30,Many,Good taste,,12,0-4,,,,
ax52-c97k-s3g7,41888,___ _______,13 - 13 - Atsaphone,"13-03-013-____ _______-""Naduea",2,5,2,,2,55,1,DW,,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/10d528e1-61b3-471c-863f-7f0a6b230d7c.jpg,Yes,Works well,Community,Yes,,Community,Community,Community,>20,Community,When break down,https://akvoflow-34.s3.amazonaws.com/images/396c080b-90b3-4e70-979c-81281bcd4254.jpg,16.87465903,105.3058305,55,All,Good taste,,0-4,12,,,,
fqpx-f4ym-9k61,41888,___ _______,13 - 13 - Atsaphone,"13-03-013-____ _______-""Naduea",2,5,2,,2,55,1,DW,,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/8b202d27-df75-45fb-99f1-74bbbe543910.jpg,Yes,Works well,Community,Yes,,Community,Community,Community,15-20,Community,When break down,https://akvoflow-34.s3.amazonaws.com/images/940816c6-b056-43e3-af3d-ea4525757d71.jpg,16.87523222,105.3038826,55,All,Good taste,,0-4,12,,,,
h855-56he-we1p,41888,Kayson,13 - 13 - Atsaphone,"13-03-013-____ _______-""Naduea",2,5,2,,2,54,0,DW,,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/29da55eb-63e0-43ad-91ca-eb82faa71614.jpg,No,Works well,Community,Yes,,Community,Community,Community,>20,Community,Community box,https://akvoflow-34.s3.amazonaws.com/images/8762ab44-0bcf-4f91-aed9-73d617a267bd.jpg,16.8704506,105.3065598,54,All,Religious belief,,12,12,,,,
hrtt-j566-0m4f,41888,_. ____,13 - 13 - Atsaphone,"13-03-013-____ _______-""Naduea",2,2,4,,2,14,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/b3dd688d-8720-433e-a8e7-0c6208a446bf.jpg,Yes,Works well,Community,Yes,,Community,International NGO,Don't know,15-Oct,Community,__________,https://akvoflow-34.s3.amazonaws.com/images/9b75c0ae-b0f5-4670-8a7b-2e0ddd697f03.jpg,16.87171638,105.3053617,14,Nobody,,,12,12,,,,
msy5-m1xu-bpht,41888,_._______ _______,13 - 13 - Atsaphone,"13-03-013-____ _______-""Naduea",5,1,4,,1,4,0,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/a7f0d5dd-ff74-42c1-a967-80512e00d05f.jpg,No,Doesn't work,Community,No,Not working,Community,International NGO,International NGO,5-Oct,Community,Time,https://akvoflow-34.s3.amazonaws.com/images/ba387796-a9c6-4eef-8d6b-cc3e879d1e98.jpg,16.86353625,105.3042331,4,Nobody,,,12,0-4,,,,
qcu0-s2d3-ak3w,41888,_. _________ __________,13 - 13 - Atsaphone,"13-03-013-____ _______-""Naduea",2,4,4,,2,1,1,BH,Motor pump,,,Yes,Same pump used for extraction,1,https://akvoflow-34.s3.amazonaws.com/images/8ad3658d-9386-49fe-bd13-23efaf8b3818.jpg,Yes,Works well,Private,Yes,,Private,National association,National association,15-Oct,National association,No payment,https://akvoflow-34.s3.amazonaws.com/images/01f22cab-9c99-4ee0-9cd5-6ad0eb196791.jpg,16.86085398,105.3086901,1,Nobody,,,12,12,,,,
rapj-smgk-6f33,41888,Kayson,13 - 13 - Atsaphone,"13-03-013-____ _______-""Naduea",2,5,4,,2,3,1,BH,Motor pump,,,Yes,Same pump used for extraction,1,https://akvoflow-34.s3.amazonaws.com/images/3f975dd3-00fe-49ae-a0e8-f8e74b355ddd.jpg,Yes,Works well,Community,Yes,,Community,International institution,International institution,5-Oct,Community,When break down,https://akvoflow-34.s3.amazonaws.com/images/39d3cdbe-f9f8-4322-bb2d-ead57272f276.jpg,16.87045817,105.3045073,3,Nobody,,,12,12,,,,
t11u-7djg-pbrw,41888,_._____ __________,13 - 13 - Atsaphone,"13-03-014-____ ___________-""Nakhawmin",2,2,5,,2,0,1,BH,Motor pump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/9b472f42-1ef7-49d3-b7e8-a7c2e8941019.jpg,Yes,Works well,Wat,Yes,,Community,National institution,National association,5-Oct,Community,Time,https://akvoflow-34.s3.amazonaws.com/images/6f30ce35-b103-491d-ac6f-87cf101b66d7.jpg,16.87705299,105.2910818,,Nobody,,,12,0-4,,,,
tv4j-htbe-ss4k,41888,_.______ __________,13 - 13 - Atsaphone,"13-03-013-____ _______-""Naduea",2,2,5,,2,1,1,BH,Motor pump,,,Yes,Same pump used for extraction,1,https://akvoflow-34.s3.amazonaws.com/images/75554396-15f8-49a1-8022-ee3c73000a7e.jpg,Yes,Works well,Private,Yes,,Private,National association,National association,15-Oct,Private,Fuel / Electricity,https://akvoflow-34.s3.amazonaws.com/images/005fba8e-3323-48f8-a490-f11519953856.jpg,16.86119828,105.3077474,1,Nobody,,,12,0-4,,,,
tvm0-11xa-bdy5,41888,______,13 - 13 - Atsaphone,"13-03-014-____ ___________-""Nakhawmin",2,2,3,,2,1,1,BH,Motor pump,,,Yes,Motor pump,1,https://akvoflow-34.s3.amazonaws.com/images/5e51dd6a-992c-4019-8fcb-37fea2d9965b.jpg,Yes,Works well,Community,Yes,,Private,Private,National association,5-Oct,Private,Time,https://akvoflow-34.s3.amazonaws.com/images/5d64f587-6917-4c25-9211-50a7aff65cd5.jpg,16.88029962,105.282625,1,Nobody,,,12,0-4,,,,
xcmh-utrf-tjpu,41888,_. ____,13 - 13 - Atsaphone,"13-03-013-____ _______-""Naduea",2,2,4,,2,6,0,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/c6eedf4a-0f23-4337-9baa-d7f821228e44.jpg,No,Doesn't work,Community,No,Not working,Community,International NGO,Don't know,15-Oct,Community,__________,https://akvoflow-34.s3.amazonaws.com/images/963a9ece-6667-4ee8-a304-90ce5ac9504d.jpg,16.8710272,105.3039998,6,Nobody,,,0-4,12,,,,
1w2u-qdf1-q0qe,41889,_ _____,13 - 13 - Atsaphone,"13-XX-047-____________-""Xaiphonsim",2,2,4,,2,8,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/91be668a-9be0-4243-8eae-8ba60fdecf63.jpg,Yes,Works well,Community,Yes,,Community,International NGO,International NGO,15-20,Community,When break down,https://akvoflow-34.s3.amazonaws.com/images/c2aa9078-1484-4a3e-9f5f-275670c83aeb.jpg,16.92769719,105.3871834,8,Nobody,,,12,5-Jul,,,,
2yyt-7fdu-gq2t,41889,___ _____ _____________ +____ ______,13 - 13 - Atsaphone,"13-01-007-____ ______-""Kudkaen",2,4,4,,2,14,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/e9e32401-2419-4467-8108-0fc9fcf93e6f.jpg,Yes,Not well,School,Yes,,Community,National institution,National institution,5-Oct,National institution,No payment,https://akvoflow-34.s3.amazonaws.com/images/ed005220-6131-4b1f-9976-1d032f9bc44e.jpg,16.89870151,105.3513725,14,Nobody,,,12,12,,,,
3w4v-8nds-0we6,41889,___ _____ _____________ +____ ______,13 - 13 - Atsaphone,"13-01-008-____ _______-""Songhong",2,5,4,,2,18,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/6265735e-ee68-4905-b960-65e20e35b609.jpg,Yes,Works well,Community,Yes,,Community,National institution,International NGO,5-Oct,Community,Time,https://akvoflow-34.s3.amazonaws.com/images/df04e90a-1080-4d95-badd-137e43d02f08.jpg,16.93690158,105.3415943,18,Nobody,,,12,12,,,,
47fc-jy2y-36p3,41889,_ ________,13 - 13 - Atsaphone,"13-XX-047-____________-""Xaiphonsim",5,2,3,,2,26,0,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/2aa5c50c-6fe4-40c7-9730-8ea940dd28d1.jpg,No,Doesn't work,School,No,Not working,Community,International NGO,International NGO,< 5 years,Community,When break down,https://akvoflow-34.s3.amazonaws.com/images/c25e5798-900d-4348-afa0-2b799dc7c1a2.jpg,16.93039857,105.3866439,26,Not in use,,,12,12,,,,
5hu0-wycg-yhtt,41889,_ ________,13 - 13 - Atsaphone,"13-XX-047-____________-""Xaiphonsim",5,2,3,,2,40,0,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/e28b3e6f-148a-4f93-8e25-c6b131eab164.jpg,No,Doesn't work,Community|Wat,No,Not working,Community,International NGO,International NGO,5-Oct,Community,No payment,https://akvoflow-34.s3.amazonaws.com/images/9e5b8c77-3c02-4cf4-93f2-e096f9a15b15.jpg,16.93331784,105.3899716,40,Not in use,,,12,12,,,,
6y1f-x5dm-jdgk,41889,_. _________,13 - 13 - Atsaphone,"13-01-007-____ ______-""Kudkaen",2,5,4,,2,15,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/aa31e20e-3593-4d54-aba0-521fee69a83c.jpg,Yes,Works well,Community,Yes,,Community,National institution,International NGO,< 5 years,Community,No payment,https://akvoflow-34.s3.amazonaws.com/images/bcb4480d-1a9a-453f-8e24-b3b19b33a5d9.jpg,16.8989453,105.3572795,15,Nobody,,,12,12,,,,
87e0-f2e9-s0xj,41889,_. _________,13 - 13 - Atsaphone,"13-01-008-____ _______-""Songhong",2,5,2,,2,100,1,DW,,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/f7c8dac0-db54-4b5e-aeba-2cef9fabfcfa.jpg,Yes,Works well,Community,Yes,,Community,Community,Community,>20,Community,No payment,https://akvoflow-34.s3.amazonaws.com/images/82d2cc07-bab7-489a-8778-8230a1f90961.jpg,16.93816483,105.3454052,100,All,Safe,,12,12,,,,
a3dn-p0r7-h31p,41889,___ _____ _____________ +____ ______,13 - 13 - Atsaphone,"13-01-008-____ _______-""Songhong",2,4,2,,2,110,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/0b01ebe2-fe5f-478c-a7a2-d29875c5497b.jpg,Yes,Works well,Community|Wat,Yes,,Community,National institution,International NGO,5-Oct,Community,Time,https://akvoflow-34.s3.amazonaws.com/images/616d0b11-8a63-4edf-bf7e-96b1b42e48aa.jpg,16.93639208,105.343841,110,Nobody,,,12,12,,,,
ax67-sphd-du6v,41889,_. _________,13 - 13 - Atsaphone,"13-01-007-____ ______-""Kudkaen",5,5,5,,5,2,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/0ffb0679-7137-4672-9d57-8c9eac6216a9.jpg,Yes,Works well,Community,Yes,,Community,National institution,International NGO,5-Oct,Community,Time,https://akvoflow-34.s3.amazonaws.com/images/906902eb-4a44-4365-a63d-fe9e74709ddb.jpg,16.9052629,105.3560996,2,All,Safe,,12,12,,,,
c0y2-tfde-xk6s,41889,_. _________,13 - 13 - Atsaphone,"13-01-008-____ _______-""Songhong",2,5,4,,2,32,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/762585eb-8f86-4122-a9e5-422af507412c.jpg,Yes,Works well,Community,Yes,,Community,National institution,National association,15-20,Community,Time,https://akvoflow-34.s3.amazonaws.com/images/fae845f8-c4d0-4124-a2b9-4f647631275a.jpg,16.93769719,105.3447001,32,Nobody,,,12,12,,,,
dwma-v2kb-h7be,41889,_ _____,13 - 13 - Atsaphone,"13-XX-047-____________-""Xaiphonsim",2,4,4,,2,36,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/c85780d7-16a8-463e-b486-3686a9dd0491.jpg,Yes,Works well,Community,Yes,,Community,International institution,International institution,5-Oct,Community,No payment,https://akvoflow-34.s3.amazonaws.com/images/3d154abf-1cfd-4f48-8df2-53d45695c4ce.jpg,16.93373356,105.3921441,36,Nobody,,,12,12,,,,
fvjq-4cjy-hp32,41889,___ _____ _____________ +____ ______,13 - 13 - Atsaphone,"13-01-007-____ ______-""Kudkaen",2,4,4,,2,10,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/fd5cc3f9-106d-48d4-afca-47e25fbef685.jpg,Yes,Not well,Community,Yes,,Community,National institution,International NGO,5-Oct,National institution,No payment,https://akvoflow-34.s3.amazonaws.com/images/bb92345b-f3d6-4630-bb69-34e34adf4d43.jpg,16.89969889,105.3473237,10,Nobody,,,12,8-Sep,,,,
hhsw-mmnd-65x7,41889,_ ________,13 - 13 - Atsaphone,"13-XX-047-____________-""Xaiphonsim",5,2,4,,2,12,0,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/ba92f245-c42a-4752-b90c-87409a8025fc.jpg,No,Doesn't work,Community|Wat,No,Not working,Community,International NGO,International NGO,15-20,Community,When break down,https://akvoflow-34.s3.amazonaws.com/images/31c03998-8d62-4195-b2e7-9dad260dc82a.jpg,16.92834212,105.3866942,12,Not in use,,,12,12,,,,
j215-4yxn-kexs,41889,_. _________,13 - 13 - Atsaphone,"13-01-007-____ ______-""Kudkaen",5,5,2,,2,136,1,DW|Spring,,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/9cf2cd2f-43ee-40da-935b-2dc9e55c46f6.jpg,Yes,Works well,Community,Yes,,Community,Community,Community,>20,Community,No payment,https://akvoflow-34.s3.amazonaws.com/images/eba6b09f-6c53-43da-a19f-9579d4192a3b.jpg,16.90140729,105.3549583,136,All,Good taste,,12,12,,,,
k4vk-n95w-ggaq,41889,___ _____ _____________ +____ ______,13 - 13 - Atsaphone,"13-01-008-____ _______-""Songhong",2,4,4,,2,32,1,DW,,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/64ad798b-e126-4243-b3f0-8e95252319d6.jpg,Yes,Works well,Community,Yes,,Community,Community,Community,< 5 years,Community,No payment,https://akvoflow-34.s3.amazonaws.com/images/344e784e-fe5e-4e52-a523-6c427611cab4.jpg,16.931067,105.3464237,32,All,Good taste,,12,8-Sep,,,,
kkvn-pr19-q7he,41889,_. _________,13 - 13 - Atsaphone,"13-01-008-____ _______-""Songhong",2,5,4,,2,13,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/ebade216-a44d-4b8e-a6d5-521fc0bf33b1.jpg,Yes,Works well,Community,Yes,,Community,National institution,International NGO,5-Oct,Community,Time,https://akvoflow-34.s3.amazonaws.com/images/46df72a2-69b0-4b20-ad55-e62fcb547fd8.jpg,16.93822501,105.3410958,13,Nobody,,,12,12,,,,
nv9x-fekm-g9rb,41889,___ _____ _____________ +____ ______,13 - 13 - Atsaphone,"13-01-007-____ ______-""Kudkaen",2,4,4,,2,4,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/2f6ac996-2ecc-4626-b9b3-b90d800b759a.jpg,Yes,Not well,Community,Yes,,Community,National institution,National institution,5-Oct,National institution,No payment,https://akvoflow-34.s3.amazonaws.com/images/49eef03b-24c8-4b9a-9a7a-1747a2676dfb.jpg,16.89906272,105.3558546,4,Nobody,,,12,12,,,,
trv3-tx85-shs,41889,___ _____ _____________ +____ ______,13 - 13 - Atsaphone,"13-01-007-____ ______-""Kudkaen",2,5,5,,2,3,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/373eea96-47ac-4284-8f7e-cfd660bb733d.jpg,Yes,Works well,Community,Yes,,Community,National institution,International NGO,< 5 years,Community,No payment,https://akvoflow-34.s3.amazonaws.com/images/590fd830-3908-42fa-8fc6-010845295108.jpg,16.89988215,105.3548595,3,Nobody,,,12,12,,,,
vdgb-vdy2-jkp2,41889,___ _____ _____________ +____ ______,13 - 13 - Atsaphone,"13-01-008-____ _______-""Songhong",2,5,2,,2,67,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/23fa4142-3f83-447c-a325-dff5ec66bec4.jpg,Yes,Works well,Community|School,Yes,,Community,National institution,International NGO,5-Oct,Community,Time,https://akvoflow-34.s3.amazonaws.com/images/38451f1b-779e-47ed-ba42-b2572c7913a6.jpg,16.93148636,105.3457756,67,Nobody,,,12,12,,,,
w2eb-eue9-gybg,41889,_ ________,13 - 13 - Atsaphone,"13-XX-047-____________-""Xaiphonsim",2,5,4,,2,10,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/ba25988c-4695-4d93-8551-b1fc424d45f2.jpg,Yes,Works well,Community|Wat,Yes,,Community,International NGO,International NGO,< 5 years,Community,Community box,https://akvoflow-34.s3.amazonaws.com/images/c301bd06-c228-4a96-8ee2-8b9f7a32a7bc.jpg,16.93342577,105.3901925,10,Nobody,,,12,12,,,,
73jx-tbbe-ewpm,41891,Phetphoominh CTBH,13 - 13 - Atsaphone,"13-01-005-____ ______-""Nongbua",5,2,5,,2,3,0,BH,No extraction system,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/729bd3be-79c5-4f3f-8b0c-e8032db63db9.jpg,No,Doesn't work,Private,No,No need,Private,International NGO,International NGO,5-Oct,Community,Don't know,https://akvoflow-34.s3.amazonaws.com/images/12d5b8bd-87c7-405a-827a-6ac368169f1b.jpg,16.86114733,105.3093975,3,Not in use,,,12,12,,,,
udkd-7tyd-8rut,41891,Phetphoominh CTBH,13 - 13 - Atsaphone,"13-03-013-____ _______-""Naduea",2,5,5,,2,2,1,BH,Motor pump,,,Yes,Motor pump,1,https://akvoflow-34.s3.amazonaws.com/images/bf11e385-b41e-49de-a132-686fb4f91f14.jpg,Yes,Works well,Private,Yes,,Private,International NGO,International NGO,5-Oct,Private,Fuel / Electricity,https://akvoflow-34.s3.amazonaws.com/images/9a4e6e60-8561-40a8-b8ff-d87450187f17.jpg,16.86114632,105.3076309,2,Nobody,,,12,12,,,,
wccp-w22g-hctf,41891,Phetphoominh CTBH,13 - 13 - Atsaphone,"13-03-013-____ _______-""Naduea",2,2,4,,2,2,1,DW,,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/9a5aba96-252e-48df-a239-488e10181b9b.jpg,Yes,Works well,Community,Yes,,Community,International NGO,International NGO,5-Oct,Community,No payment,https://akvoflow-34.s3.amazonaws.com/images/7a373615-18cd-4c4f-bc01-f276c37acdf2.jpg,16.85838372,105.3170126,2,Few,Good colour,,12,12,,,,
3514-em5m-3w5q,41892,_. ____,13 - 13 - Atsaphone,"13-XX-044-____ _____-""Sobxe",2,2,4,,2,8,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/79bb846a-8360-4611-a196-ccdda12e232d.jpg,Yes,Not well,Community,Yes,,Community,International NGO,Don't know,15-20,Community,No payment,https://akvoflow-34.s3.amazonaws.com/images/89b50e96-37cb-46c3-8740-f2c25c65808a.jpg,17.03278833,105.6326362,8,Nobody,,,12,12,,,,
3b0a-702j-swg1,41892,_. _______,13 - 13 - Atsaphone,"13-XX-039-____ _______-""Kaengdaeng",5,2,4,,2,18,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/b35f5b18-cd1a-4d9b-b2f3-5a3b39623a35.jpg,Yes,Works well,Community,Yes,,Community,International NGO,International NGO,5-Oct,Community,When break down,https://akvoflow-34.s3.amazonaws.com/images/0ee61582-2e76-4bed-a54c-7526bd23b8fa.jpg,17.08123918,105.4470465,18,All,Good taste,,12,12,,,,
3bfm-0vm3-e4a4,41892,____ ______,13 - 13 - Atsaphone,"13-XX-036-____ ______-""Kangtha",5,4,4,,4,5,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/f3844bb2-f42b-467d-ab14-bb7b1ebe628c.jpg,Yes,Works well,Community,Yes,,Community,National association,National association,5-Oct,Community,When break down,https://akvoflow-34.s3.amazonaws.com/images/dcb7c9a0-d4b2-41a8-856f-7a3a5322052f.jpg,17.02942744,105.2573642,5,All,Safe,,12,12,,,,
5gp0-neuh-mrfx,41892,_. ____,13 - 13 - Atsaphone,"13-XX-042-___ ________-""Kaengmom",2,2,4,,2,25,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/9c3c6942-ee90-4d1d-a08e-bb8a3f9f188e.jpg,Yes,Works well,Community|School,Yes,,Community,International NGO,International NGO,15-20,Community,No payment,https://akvoflow-34.s3.amazonaws.com/images/4ead98ed-7550-45a0-93e1-95ededf94b57.jpg,17.08235494,105.5110782,25,Nobody,,,12,12,,,,
5udm-6hsr-8v43,41892,_._______ _______,13 - 13 - Atsaphone,"13-XX-038-____ _________-""Khokkatai",5,4,4,,4,15,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/6bdf08bf-0b27-4a16-97cc-e4e1f9ec3a5d.jpg,Yes,Works well,School,Yes,,Community,International NGO,International NGO,15-20,Community,When break down,https://akvoflow-34.s3.amazonaws.com/images/630caed4-bba9-4de1-a84b-eed39399c539.jpg,17.06658356,105.370559,15,All,Good taste,,12,12,,,,
7893-ysan-6kpm,41892,_. ____,13 - 13 - Atsaphone,"13-XX-042-___ ________-""Kaengmom",2,2,4,,2,10,0,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/c3fb9c38-5659-443d-a2b1-56434bd17337.jpg,No,Doesn't work,Community,No,Not working,Community,International NGO,International NGO,5-Oct,Community,No payment,https://akvoflow-34.s3.amazonaws.com/images/6c71cdaa-bf21-4023-8d10-3580629ca9d9.jpg,17.08351379,105.5077012,10,Nobody,,,12,12,,,,
bxtp-1nc9-3rft,41892,____ ______,13 - 13 - Atsaphone,"13-XX-032-____ ______-""Nonnhang",5,2,4,,2,6,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/a99d9bce-0301-4fac-b41b-94754d4133cb.jpg,Yes,Not well,Community|Wat,Yes,,Community,National association,International NGO,< 5 years,Community,When break down,https://akvoflow-34.s3.amazonaws.com/images/6f5ef560-38f6-4809-b1f7-2795413f5876.jpg,17.04379909,105.1631954,6,All,Safe,,12,12,,,,
c6pw-2uvu-0h35,41892,____ ______,13 - 13 - Atsaphone,"13-XX-034-____ ______-""Bangbed",2,2,4,,2,16,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/638342be-a435-41ac-81c4-9213821474a6.jpg,Yes,Works well,Community|School,Yes,,National association,National association,_________,5-Oct,Community,When break down,https://akvoflow-34.s3.amazonaws.com/images/dd976e4c-5d16-482c-8672-ab025ad9ed13.jpg,17.0358984,105.2304744,16,Half,Safe,,12,0-4,,,,
cq4j-v1cw-5fas,41892,_. _______,13 - 13 - Atsaphone,"13-XX-036-____ ______-""Kangtha",5,2,4,,2,6,1,BH|RWH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/f7bb8ec9-84a0-47bb-b8cd-ca69623aa8a1.jpg,Yes,Works well,Community,Yes,,Community,International NGO,International NGO,< 5 years,Community,No payment,https://akvoflow-34.s3.amazonaws.com/images/1d1d9da7-5002-47ba-8cc1-fc1f809e7e70.jpg,17.03800847,105.2675517,6,All,Good taste,,12,12,,,,
dbaa-tqh2-v1hx,41892,____ ______,13 - 13 - Atsaphone,"13-XX-032-____ ______-""Nonnhang",5,2,4,,2,10,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/49c1028b-d8b7-485c-ba29-add3d8489942.jpg,Yes,Not well,Community,Yes,,Community,International NGO,International NGO,5-Oct,Community,When break down,https://akvoflow-34.s3.amazonaws.com/images/a2d70513-9295-4ec5-bbdf-1c3f7b9b1be5.jpg,17.0414259,105.1620903,10,All,Safe,,12,12,,,,
es2r-p2mg-g1rq,41892,____ ______,13 - 13 - Atsaphone,"13-XX-036-____ ______-""Kangtha",5,4,4,,4,20,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/02855809-4089-4549-a857-cce89eec332c.jpg,Yes,Not well,Community,Yes,,International NGO,International NGO,International NGO,15-20,Community,When break down,https://akvoflow-34.s3.amazonaws.com/images/632d5080-f163-446a-b385-6f5d7b96ec27.jpg,17.03838602,105.2688076,20,All,Good colour,,12,12,,,,
fgrp-8g5f-uwh3,41892,_. _______,13 - 13 - Atsaphone,"13-XX-037-____ ________-""Dongkhamkouan",5,2,4,,2,20,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/bc0e5029-babd-4d85-be02-83b0f6037292.jpg,Yes,Works well,Community,Yes,,Community,International NGO,International NGO,>20,Community,When break down,https://akvoflow-34.s3.amazonaws.com/images/6d1c0cb9-e326-4241-9671-332af7110da6.jpg,17.02379906,105.3294763,20,All,Good taste,,12,12,,,,
frga-rhjb-6wt0,41892,_. _______,13 - 13 - Atsaphone,"13-XX-036-____ ______-""Kangtha",2,4,4,,2,12,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/79dd8847-b9a1-49f9-a4d0-f5c1da2d5ed8.jpg,Yes,Works well,Community,Yes,,International NGO,International NGO,International NGO,15-Oct,Community,When break down,https://akvoflow-34.s3.amazonaws.com/images/1201f524-ce58-4423-be27-afc4454d8c9e.jpg,17.0351856,105.249729,12,Nobody,,,12,12,,,,
